# q qerr I(q) I(q)err
5.671540211382259528e-02 6.857993554508776460e-05 1.213793738489871146e+02 1.181200409803843421e+01
5.695057597478152267e-02 6.911508132478911160e-05 1.245945454545454538e+02 1.185665736904554990e+01
5.718334936048233286e-02 6.546013463055807180e-05 1.202941176470588260e+02 1.096360252936606905e+01
5.741421041024297178e-02 6.793445858109002969e-05 1.127116788321167888e+02 1.149302842748011066e+01
5.764613918380164653e-02 6.637197386990278968e-05 1.065749063670411942e+02 1.026986780542885391e+01
5.788167249397389164e-02 7.061552392955100337e-05 1.055774647887323994e+02 1.051224713434425873e+01
5.811737136754223376e-02 6.704761694123777174e-05 1.039463955637707926e+02 1.091636766206122289e+01
5.834837921127641880e-02 6.699294913716081861e-05 1.006544117647058840e+02 9.758262319651738181e+00
5.858116591208732682e-02 6.832957605342608631e-05 9.641546762589928221e+01 9.837478112930151397e+00
5.881666226357543104e-02 6.848621822711322728e-05 9.416994633273702675e+01 9.179099016581760750e+00
5.905135363872197202e-02 6.777347974127791586e-05 9.238447653429602724e+01 9.130570202827046344e+00
5.928387195222793726e-02 6.772469370990553635e-05 9.169064748201438420e+01 9.544526663722598059e+00
5.951647621897535045e-02 6.683838279782646321e-05 9.182940108892921671e+01 8.878877758038616008e+00
5.974911582084686118e-02 6.869520850335110538e-05 9.401592920353982663e+01 9.778328264958949134e+00
5.998323909506843993e-02 6.775808722689177679e-05 9.627728085867620678e+01 9.536325311314989506e+00
6.021684065425213228e-02 6.821508261215899929e-05 9.774513274336283075e+01 9.525842284807275462e+00
6.045118304879574384e-02 6.844978444519072473e-05 9.344542253521126440e+01 9.241074254775009322e+00
6.068596061100132305e-02 6.815720570038588807e-05 9.033038869257950410e+01 9.579640854970110198e+00
6.092170969789185986e-02 6.974114108008298168e-05 8.954202401372212705e+01 9.153003091027148486e+00
6.115588848048909842e-02 6.553171796432443320e-05 8.913718411552346765e+01 9.317573086131790916e+00
6.138574783689496051e-02 6.713556217832948266e-05 8.687170474516696572e+01 9.106912933756804662e+00
6.161712726612254831e-02 6.659023579644488087e-05 8.266252220248668436e+01 8.732917020187645818e+00
6.184947732418764887e-02 6.842032557768410134e-05 7.883188908145579887e+01 8.643881149949869780e+00
6.208512874242018420e-02 6.932646695378516153e-05 7.740170940170939673e+01 8.597753632279042435e+00
6.232030440033373142e-02 6.786811594346220963e-05 7.508188153310103985e+01 8.627223083645047197e+00
6.255454887890503357e-02 6.903232039090102389e-05 7.499488926746167294e+01 8.763403417044283827e+00
6.279030404341265359e-02 6.817541082358109035e-05 7.359106529209621783e+01 8.332467096367460968e+00
6.302442562177140717e-02 6.783890935135950873e-05 7.415068493150684503e+01 8.455452404291033730e+00
6.325799215551787535e-02 6.707804214318665616e-05 7.326161790017211217e+01 8.372717732760694531e+00
